key	scope	ko	en
mpf.msg.empty	mypage	등록된 즐겨찾기가 없습니다.	No favorites registered.
mpf.sort.aria	mypage	정렬	Sort
mpf.sort.name	mypage	이름순 (가나다)	Name (A–Z)
mpf.sort.recent	mypage	최근 등록순	Recently Added
mpf.sort.type	mypage	유형별	By Type
mpf.summary.ev	mypage	전기 충전소	EV Stations
mpf.summary.h2	mypage	수소 충전소	H2 Stations
mpf.summary.total	mypage	총 즐겨찾기	Total Favorites
mpf.summary.unit	mypage	곳	
mpf.tab.all	mypage	전체	All
mpf.tab.ev	mypage	전기	EV
mpf.tab.h2	mypage	수소	H2
mpf.title	mypage	자주 쓰는 충전소	Favorite Charging Stations
mpf.type.ev	mypage	전기	EV
mpf.type.h2	mypage	수소	H2
mpi.address.basic.aria	mypage	기본 주소	Default address
mpi.address.basic.value	mypage	서울특별시 중구 세종대로 110	110 Sejong-daero, Jung-gu, Seoul
mpi.basic.desc	mypage	아이디·이름·생년월일은 본인 확인을 통해 변경할 수 있습니다.	ID, name, and date of birth can be changed after identity verification.
mpi.basic.title	mypage	기본 인적 사항	Basic Personal Info
mpi.btn.cancel	mypage	취소	Cancel
mpi.btn.history	mypage	최근 변경 이력	Recent Changes
mpi.btn.save	mypage	변경 사항 저장	Save Changes
mpi.chip.joined	mypage	가입일 2022.03.15	Joined 2022.03.15
mpi.chip.personal	mypage	일반 회원	Personal Member
mpi.contact.desc	mypage	보조금 진행, 충전 알림 등 안내가 발송되는 연락처입니다.	Contact details used to send subsidy progress, charging notifications, and other alerts.
mpi.contact.title	mypage	연락처 정보	Contact Information
mpi.content.desc	mypage	개인정보보호법에 따라 본인이 직접 수정한 정보만 저장됩니다.	Per the Personal Information Protection Act, only the information you personally edit is saved.
mpi.content.h2	mypage	회원 정보	Member Information
mpi.field.addr	mypage	주소	Address
mpi.field.addr.detail	mypage	상세 주소를 입력하세요	Enter detailed address
mpi.field.addr.help	mypage	서식 발송 등 우편 안내가 필요한 경우에 사용합니다.	Used when postal correspondence (forms, etc.) is required.
mpi.field.birth	mypage	생년월일	Date of Birth
mpi.field.email	mypage	이메일	Email
mpi.field.email.help	mypage	이메일 변경 후에는 인증을 완료해야 알림이 정상 발송됩니다.	After changing your email, you must complete verification to receive notifications.
mpi.field.email.send	mypage	인증메일 발송	Send Verification Email
mpi.field.id	mypage	아이디	User ID
mpi.field.id.help	mypage	아이디는 변경할 수 없습니다.	User ID cannot be changed.
mpi.field.interest	mypage	관심 차종	Vehicle Interests
mpi.field.interest.help	mypage	관심 차종에 맞춘 보조금·공모 알림을 우선 안내합니다.	Subsidy and procurement notifications matching your interests will be prioritized.
mpi.field.name	mypage	이름	Name
mpi.field.name.help	mypage	이름 변경은 본인 확인(공동·간편 인증) 후 가능합니다.	Name change requires identity verification (joint or simple authentication).
mpi.field.name.value	mypage	홍길동	Hong Gildong
mpi.field.name.verify	mypage	본인 확인 →	Verify Identity →
mpi.field.phone	mypage	휴대전화	Mobile Phone
mpi.field.phone.help	mypage	SMS 알림 수신 시 사용됩니다.	Used for SMS notifications.
mpi.field.phone.send	mypage	인증번호	Send Code
mpi.field.type	mypage	회원 유형	Member Type
mpi.field.zip.ph	mypage	우편번호	Postal code
mpi.field.zip.search	mypage	우편번호 검색	Search Postal Code
mpi.interest.commercial	mypage	전기 화물·승합	EV Truck/Bus
mpi.interest.const	mypage	전기 건설기계	EV Construction
mpi.interest.h2	mypage	수소차	Hydrogen
mpi.interest.moto	mypage	전기 이륜차	E-Motorbike
mpi.interest.passenger	mypage	전기 승용	EV Passenger
mpi.lead	mypage	기본 인적 사항과 연락처 정보를 확인하고 수정합니다.	View and update your basic personal information and contact details.
mpi.msg.saved.contact	mypage	연락처 정보가 저장되었습니다.	Contact information has been saved.
mpi.msg.saved.profile	mypage	회원 정보가 저장되었습니다.	Profile information has been saved.
mpi.policy.body	mypage	수집한 개인정보는 「개인정보 보호법」 제15조·제17조에 따라 회원관리, 보조금 신청·심사, 민원 처리 목적에 한하여 활용됩니다.	Collected personal information is used solely for membership management, subsidy application/review, and inquiry handling under Articles 15 and 17 of the Personal Information Protection Act.
mpi.policy.li1	mypage	보유 기간: 회원 탈퇴 시까지 (관계 법령에 따라 일부 항목은 5년간 보관)	Retention: until withdrawal (some items retained for 5 years per applicable laws).
mpi.policy.li2	mypage	제3자 제공: 보조금 지자체 협력 기관 (필요 시 사전 동의 후 제공)	Third-party sharing: regional subsidy partner agencies (with prior consent when required).
mpi.policy.li3	mypage	자세한 내용은 <a href="info-privacy.html">개인정보처리방침</a>을 참고해 주세요.	For details, see the <a href="info-privacy.html">Privacy Policy</a>.
mpi.policy.title	mypage	개인정보 처리 안내	Privacy Notice
mpi.title	mypage	회원 정보 조회·수정	View / Edit Profile
mpn.btn.alloff	mypage	전체 끄기	Turn All Off
mpn.btn.cancel	mypage	취소	Cancel
mpn.btn.save	mypage	저장하기	Save
mpn.cat.card.desc	mypage	카드 발급·만료, 포인트 적립·사용	Card issuance/expiry, point accrual and use.
mpn.cat.card.title	mypage	회원카드·포인트	Membership Card & Points
mpn.cat.charge.desc	mypage	충전 완료 알림, 월별 이용 요약, 명세서 발행	Charging completion alerts, monthly summaries, and statements.
mpn.cat.charge.title	mypage	충전 완료·이용 안내	Charging Completion & Usage
mpn.cat.desc	mypage	받고 싶은 알림 유형을 채널별로 선택해 주세요.	Select which notification types to receive per channel.
mpn.cat.inquiry.desc	mypage	접수·배정·처리·완료 단계 안내	Receipt, assignment, processing, and completion stages.
mpn.cat.inquiry.title	mypage	민원 처리 단계	Inquiry Progress
mpn.cat.mkt.desc	mypage	이벤트·캠페인·프로모션 정보 (선택)	Events, campaigns, promotions (optional).
mpn.cat.mkt.title	mypage	마케팅·홍보	Marketing & Promotions
mpn.cat.notice.desc	mypage	주요 공지, 보도자료, 정책 변경 안내	Key notices, press releases, and policy updates.
mpn.cat.notice.title	mypage	공지·새소식	Notices & News
mpn.cat.public.desc	mypage	전기승합·건설기계 등 공모 모집 공고, 참여 이벤트	Procurement announcements (buses, construction equipment) and participation events.
mpn.cat.public.title	mypage	공모·이벤트	Procurement & Events
mpn.cat.subsidy.desc	mypage	접수 완료, 심사 단계 변경, 지급 완료 등 단계별 안내	Stage-by-stage updates: receipt, review changes, payment completion.
mpn.cat.subsidy.title	mypage	보조금 신청·심사 진행	Subsidy Application & Review
mpn.cat.title	mypage	카테고리별 알림	Per-Category Notifications
mpn.channel.desc	mypage	알림이 전송될 기본 채널을 먼저 설정해 주세요.	Set up the default channels through which notifications will be sent.
mpn.channel.email	mypage	이메일 알림	Email Notifications
mpn.channel.email.note	mypage	변경은 <a href="mypage-info.html">회원 정보</a>에서 가능합니다.	Change in <a href="mypage-info.html">Member Information</a>.
mpn.channel.kakao	mypage	카카오 알림톡	Kakao AlimTalk
mpn.channel.kakao.link	mypage	계정 연결로 이동 →	Go to Linked Accounts →
mpn.channel.kakao.note	mypage	카카오 계정 연결 후 사용 가능합니다.	Available after linking your Kakao account.
mpn.channel.sms	mypage	SMS 알림	SMS Notifications
mpn.channel.sms.note	mypage	긴급 공지·본인확인 SMS는 항상 발송됩니다.	Emergency notices and identity verification SMS are always sent.
mpn.channel.title	mypage	수신 채널	Channels
mpn.col.email	mypage	이메일	Email
mpn.col.sms	mypage	SMS	SMS
mpn.col.type	mypage	알림 유형	Type
mpn.content.desc	mypage	이메일·SMS 채널과 카테고리별 수신 여부를 관리합니다.	Manage email/SMS channels and per-category preferences.
mpn.content.h2	mypage	알림 설정	Notification Settings
mpn.lead	mypage	보조금 진행, 충전 완료, 공지사항 등 알림 채널과 카테고리를 설정합니다.	Configure notification channels and categories such as subsidy progress, charging completion, and notices.
mpn.msg.cancel	mypage	변경 사항이 취소되었습니다.	Changes have been cancelled.
mpn.msg.confirm.alloff	mypage	모든 알림을 끄시겠습니까? 보안 알림은 계속 발송됩니다.	Turn off all notifications? Security alerts will still be sent.
mpn.msg.saved	mypage	알림 설정이 저장되었습니다.	Notification settings saved.
mpn.policy.li1	mypage	본인 확인·보안 관련 알림(예: 비밀번호 변경, 의심 접속 차단 등)은 항상 발송됩니다.	Identity and security alerts (e.g., password changes, suspicious access) are always sent.
mpn.policy.li2	mypage	SMS 알림은 통신사 사정에 따라 지연될 수 있으며, 별도 비용이 발생하지 않습니다.	SMS may be delayed due to carrier conditions; no extra charges apply.
mpn.policy.li3	mypage	「정보통신망법」 제50조에 따라 마케팅·홍보 알림은 별도 동의 후에만 발송됩니다.	Per Article 50 of the Network Act, marketing notifications are sent only with separate consent.
mpn.policy.title	mypage	알림 발송 안내	Notification Delivery Notice
mpn.title	mypage	알림 설정	Notification Settings
mpn.toggle.card.email	mypage	회원카드 이메일 알림	Membership card email notifications
mpn.toggle.card.sms	mypage	회원카드 SMS 알림	Membership card SMS notifications
mpn.toggle.charging.email	mypage	충전 이메일 알림	Charging email notifications
mpn.toggle.charging.sms	mypage	충전 SMS 알림	Charging SMS notifications
mpn.toggle.inquiry.email	mypage	민원 이메일 알림	Inquiry email notifications
mpn.toggle.inquiry.sms	mypage	민원 SMS 알림	Inquiry SMS notifications
mpn.toggle.mkt.email	mypage	마케팅 이메일 알림	Marketing email notifications
mpn.toggle.mkt.sms	mypage	마케팅 SMS 알림	Marketing SMS notifications
mpn.toggle.notice.email	mypage	공지 이메일 알림	Notice email notifications
mpn.toggle.notice.sms	mypage	공지 SMS 알림	Notice SMS notifications
mpn.toggle.public.email	mypage	공모 이메일 알림	Procurement email notifications
mpn.toggle.public.sms	mypage	공모 SMS 알림	Procurement SMS notifications
mpn.toggle.subsidy.email	mypage	보조금 이메일 알림	Subsidy email notifications
mpn.toggle.subsidy.sms	mypage	보조금 SMS 알림	Subsidy SMS notifications
mpw.btn.cancel	mypage	취소	Cancel
mpw.btn.submit	mypage	비밀번호 변경	Change Password
mpw.card.desc	mypage	현재 비밀번호 확인 후 새로운 비밀번호로 변경합니다.	Verify your current password, then set a new one.
mpw.card.title	mypage	비밀번호 입력	Password Entry
mpw.chip.recommend	mypage	변경 권장	Change Recommended
mpw.content.desc	mypage	마지막 변경: 2025-11-20 · 권장 주기 90일이 경과했습니다.	Last change: 2025-11-20 · Recommended 90-day interval has passed.
mpw.content.h2	mypage	비밀번호 변경	Change Password
mpw.field.confirm	mypage	새 비밀번호 확인	Confirm New Password
mpw.field.confirm.ph	mypage	새 비밀번호 재입력	Re-enter new password
mpw.field.current	mypage	현재 비밀번호	Current Password
mpw.field.current.ph	mypage	현재 사용 중인 비밀번호	Your current password
mpw.field.new	mypage	새 비밀번호	New Password
mpw.field.new.help	mypage	영문 대/소문자, 숫자, 특수문자를 조합하여 9자 이상으로 설정해 주세요.	Use a combination of upper/lowercase letters, numbers, and special characters; 9+ characters.
mpw.field.new.ph	mypage	새 비밀번호	New password
mpw.lead	mypage	계정 보안을 위해 정기적으로 비밀번호를 변경하시기 바랍니다.	Please change your password regularly to keep your account secure.
mpw.match.fail	mypage	× 비밀번호가 일치하지 않습니다.	× Passwords do not match.
mpw.match.ok	mypage	✓ 새 비밀번호가 일치합니다.	✓ Passwords match.
mpw.msg.changed	mypage	비밀번호가 변경되었습니다. 보안을 위해 다시 로그인해 주세요.	Password changed. Please log in again for security.
mpw.policy.li1	mypage	최소 9자 이상, 영문 대·소문자·숫자·특수문자 중 3종류 이상 조합	At least 9 characters with 3 or more types: upper/lowercase letters, numbers, special characters
mpw.policy.li2	mypage	아이디 또는 생년월일과 동일하거나 유사한 문자열 사용 금지	Must not be the same as or similar to your User ID or date of birth
mpw.policy.li3	mypage	이전에 사용한 3개의 비밀번호는 재사용할 수 없습니다.	You cannot reuse the last 3 passwords.
mpw.policy.li4	mypage	90일마다 비밀번호 변경을 권장합니다.	Password change is recommended every 90 days.
mpw.policy.li5	mypage	3회 연속 잘못 입력 시 5분간 로그인이 제한됩니다.	Login is restricted for 5 minutes after 3 consecutive failed attempts.
mpw.policy.title	mypage	비밀번호 설정 정책 (KISA 권고 기준)	Password Policy (per KISA recommendations)
mpw.strength.1	mypage	매우 약함	Very weak
mpw.strength.2	mypage	약함	Weak
mpw.strength.3	mypage	보통	Fair
mpw.strength.4	mypage	강함	Strong
mpw.title	mypage	비밀번호 변경	Change Password
mpwd.agree.label	mypage	확인 동의	Confirmation
mpwd.agree.text	mypage	탈퇴 시 잔여 포인트와 신청 내역이 즉시 소멸되며, 30일 내 재가입이 제한된다는 사실을 확인하였습니다.	I acknowledge that remaining points and applications will be voided immediately upon withdrawal, and re-registration is blocked for 30 days.
mpwd.box.apps.label	mypage	진행 중 신청	IN-PROGRESS
mpwd.box.apps.note	mypage	진행 중 신청은 탈퇴 후 자동 취소됩니다.	In-progress applications will be canceled automatically upon withdrawal.
mpwd.box.apps.val	mypage	보조금 1건 · 공모 1건	1 Subsidy · 1 Procurement
mpwd.box.card.label	mypage	충전 카드	CHARGING CARD
mpwd.box.card.note	mypage	발급된 카드는 탈퇴 시 즉시 정지됩니다.	Issued cards will be suspended immediately upon withdrawal.
mpwd.box.card.val	mypage	활성 1매	1 Active
mpwd.box.data.label	mypage	보유 데이터	STORED DATA
mpwd.box.data.note	mypage	조회 권한이 사라지므로, 필요 시 사전에 다운로드해 주세요.	Access will be revoked; please download in advance if needed.
mpwd.box.data.val	mypage	민원 9건 · 명세서 26건	9 Inquiries · 26 Statements
mpwd.box.point.label	mypage	충전 포인트	CHARGING POINTS
mpwd.box.point.note	mypage	탈퇴 시 잔여 포인트는 자동 소멸됩니다.	Remaining points will be voided upon withdrawal.
mpwd.box.point.val	mypage	3,420 P	3,420 P
mpwd.btn.cancel	mypage	취소하고 마이페이지로	Cancel and Back to My Page
mpwd.btn.submit	mypage	회원 탈퇴 신청	Submit Withdrawal Request
mpwd.check.desc	mypage	아래 항목을 반드시 확인해 주세요.	Please review the items below.
mpwd.check.title	mypage	탈퇴 전 확인 사항	Before You Withdraw
mpwd.content.desc	mypage	탈퇴 처리 후에는 동일 아이디로 30일간 재가입이 제한됩니다.	After withdrawal, re-registration with the same ID is blocked for 30 days.
mpwd.content.h2	mypage	회원 탈퇴 신청	Withdrawal Request
mpwd.danger.desc	mypage	한 번 탈퇴 처리되면 같은 정보로 복구할 수 없습니다. 신중하게 결정해 주세요.	Once processed, your account cannot be restored with the same information. Please decide carefully.
mpwd.danger.title	mypage	⚠ 회원 탈퇴 처리	⚠ Account Withdrawal
mpwd.field.pw	mypage	비밀번호	Password
mpwd.field.pw.ph	mypage	현재 비밀번호	Current password
mpwd.lead	mypage	탈퇴 시 보유한 정보와 이용 내역이 어떻게 처리되는지 먼저 확인해 주세요.	Please review how your data and usage history will be handled before withdrawing.
mpwd.list.intro	mypage	탈퇴 시 다음 내용이 즉시 처리됩니다.	The following will be processed immediately upon withdrawal.
mpwd.modal.cancel	mypage	아니오, 취소	No, Cancel
mpwd.modal.confirm	mypage	예, 탈퇴합니다	Yes, Withdraw
mpwd.modal.lead	mypage	탈퇴 시 다음 내용이 즉시 처리됩니다.	The following will be processed immediately upon withdrawal.
mpwd.modal.li1	mypage	충전 포인트 3,420P 소멸	Charging points (3,420 P) voided
mpwd.modal.li2	mypage	활성 충전 카드 정지	Active charging card suspended
mpwd.modal.li3	mypage	진행 중 보조금·공모 신청 자동 취소	In-progress subsidy and procurement applications canceled
mpwd.modal.li4	mypage	30일간 재가입 제한	Re-registration blocked for 30 days
mpwd.modal.title	mypage	정말 탈퇴하시겠습니까?	Really withdraw?
mpwd.msg.agree	mypage	확인 동의 항목을 체크해 주세요.	Please check the confirmation box.
mpwd.msg.done	mypage	회원 탈퇴가 완료되었습니다. 그동안 이용해 주셔서 감사합니다.	Withdrawal complete. Thank you for using our service.
mpwd.msg.pw	mypage	비밀번호를 입력해 주세요.	Please enter your password.
mpwd.policy.li1	mypage	전자상거래법: 결제·이용 내역 5년 보관	E-Commerce Act: payment and usage records retained for 5 years
mpwd.policy.li2	mypage	국세기본법: 세금 관련 자료 5년 보관	Framework Act on National Taxes: tax-related records retained for 5 years
mpwd.policy.li3	mypage	통신비밀보호법: 접속 로그 3개월 보관	Communications Privacy Act: access logs retained for 3 months
mpwd.policy.li4	mypage	위 자료는 법정 기간 종료 후 즉시 파기되며, 다른 목적으로는 사용되지 않습니다.	These records are deleted immediately after the legal retention period and are not used for other purposes.
mpwd.policy.title	mypage	법령에 따른 정보 보관	Retention per Applicable Laws
mpwd.reason.desc	mypage	서비스 개선에 활용되며, 사유 입력 없이도 탈퇴할 수 있습니다.	Used to improve the service; you can withdraw without entering a reason.
mpwd.reason.etc	mypage	기타	Other
mpwd.reason.hard	mypage	이용이 어렵거나 복잡함	Difficult or complex to use
mpwd.reason.lack	mypage	원하는 정보가 부족함	Lacks the information I want
mpwd.reason.notuse	mypage	서비스를 더 이상 이용하지 않음	No longer use the service
mpwd.reason.other	mypage	유사 서비스를 더 잘 이용함	Use a similar service more often
mpwd.reason.ph	mypage	더 자세한 의견을 남겨 주시면 서비스 개선에 큰 도움이 됩니다.	Detailed feedback helps us improve the service.
mpwd.reason.privacy	mypage	개인정보 보호가 우려됨	Privacy concerns
mpwd.reason.title	mypage	탈퇴 사유 (선택)	Reason for Leaving (Optional)
mpwd.title	mypage	회원 탈퇴	Withdraw Membership
mpwd.verify.desc	mypage	계정 탈퇴는 비밀번호 입력 후 진행됩니다.	Account withdrawal requires password verification.
mpwd.verify.title	mypage	본인 확인	Identity Verification
msg.logout.done	common	로그아웃되었습니다.	Logged out.
msg.workspace.coming	common	업무지원시스템은 추후 연동 예정입니다.	Workspace integration coming soon.
nav.anchor.aria	common	섹션 이동	Section navigation
nav.aria	common	주 메뉴	Main menu
nav.breadcrumb.aria	charging	경로	Breadcrumb
nav.charging	common	충전소·요금 정보	Charging & Fees
nav.community	common	소통·지원	Support
nav.data	common	데이터·통계	Data & Stats
nav.external	common	업무지원시스템	Workspace
nav.external.aria	common	업무지원시스템 (추후 연동 예정)	Workspace (Coming soon)
nav.external.note	common	추후 연동 예정	Coming soon
nav.info	common	정보 자료실	Resources
nav.purchase	common	구매·보조금	EV Subsidies
skip.tocontent	common	본문 바로가기	Skip to main content
subsidy.crumb.info	subsidy	무공해차 구매보조금 안내	EV Purchase Subsidy
subsidy.crumb.parent	subsidy	구매·보조금	EV Subsidies
subsidy.info.anchor.region	subsidy	지자체별 보조금 현황	Subsidies by Region
subsidy.info.anchor.target	subsidy	보조금 지원 대상·신청절차	Eligibility & Application
subsidy.info.anchor.vehicles	subsidy	보조금 지급대상 차종	Eligible Vehicles
subsidy.info.badge	subsidy	2026년 보조금 접수 중	2026 Subsidy Applications Open
subsidy.info.callout.li1	subsidy	전기승용차 국비 보조금 기준 단가 <strong>680만원 → 650만원</strong> 조정	EV passenger car national subsidy base reduced <strong>KRW 6.80M → 6.50M</strong>
subsidy.info.callout.li2	subsidy	취약계층·소상공인·청년 가구 <strong>추가 지원 30% 확대</strong>	Additional support for vulnerable, small-business, and youth households expanded by <strong>30%</strong>
subsidy.info.callout.li3	subsidy	국내 조립차량 우대 기준 신설, V2L(Vehicle to Load) 기능 탑재 차량 가점	New preferences for domestically-assembled vehicles; bonus points for V2L (Vehicle to Load) capability
subsidy.info.callout.li4	subsidy	수소승용차 보조금 지원 대상 확대, 지자체별 1,500만원 상한 유지	Hydrogen passenger car subsidy eligibility expanded; regional cap of KRW 15M maintained
subsidy.info.callout.title	subsidy	2026년 보조금 제도 핵심 변경사항	Key Changes to the 2026 Subsidy Program
subsidy.info.card.region.desc	subsidy	전국 243개 지자체의 차종별 보조금과 예산 소진 현황을 조회합니다.	Subsidies and budget status by vehicle model across 243 municipalities.
subsidy.info.card.region.link	subsidy	현황 조회	View Status
subsidy.info.card.region.title	subsidy	지자체별 보조금 현황	Subsidies by Region
subsidy.info.card.target.desc	subsidy	지원 대상, 지원금액, 신청 자격, 단계별 절차를 안내합니다.	Eligibility, amounts, qualifications, and step-by-step procedures.
subsidy.info.card.target.link	subsidy	자세히 보기	View Details
subsidy.info.card.target.title	subsidy	보조금 지원 대상·신청절차	Eligibility & Application
subsidy.info.card.vehicles.desc	subsidy	승용·승합·화물·이륜 등 보조금 지원이 가능한 전기·수소차 목록입니다.	List of subsidy-eligible electric and hydrogen vehicles: passenger, bus, truck, motorcycle, and more.
subsidy.info.card.vehicles.link	subsidy	차종 검색	Search Vehicles
subsidy.info.card.vehicles.title	subsidy	보조금 지급대상 차종	Eligible Vehicles
subsidy.info.lead	subsidy	보조금 지원 대상·금액·조건, 지자체별 예산 현황, 지급대상 차종까지 <strong style="color:#fff;">한 곳에서 확인</strong>할 수 있습니다.	Check eligibility, amounts, and conditions for the subsidy, regional budget status, and eligible vehicles — <strong style="color:#fff;">all in one place</strong>.
subsidy.info.title	subsidy	무공해차 구매보조금 안내	EV Purchase Subsidy
subsidy.region.btn.excel	subsidy	엑셀 다운로드	Excel Export
subsidy.region.btn.favonly	subsidy	즐겨찾기만 보기	Favorites Only
subsidy.region.btn.print	subsidy	인쇄	Print
subsidy.region.col.acceptable	subsidy	접수 가능 대수	Acceptable
subsidy.region.col.acceptable.sub	subsidy	(공고-접수)	(Announced - Received)
subsidy.region.col.announce	subsidy	공고대수	Announced
subsidy.region.col.delivered	subsidy	출고대수	Delivered
subsidy.region.col.detail	subsidy	상세보기	Details
subsidy.region.col.method	subsidy	접수방법	Method
subsidy.region.col.received	subsidy	접수대수	Received
subsidy.region.col.region	subsidy	지역구분	Region
subsidy.region.col.remaining	subsidy	출고잔여	Remaining
subsidy.region.col.sido	subsidy	시도	Province / City
subsidy.region.col.total	subsidy	(전체)	(Total)
subsidy.region.col.vehicle	subsidy	차종구분	Vehicle Type
subsidy.region.crumb	subsidy	지자체별 보조금 현황	Subsidies by Region
subsidy.region.empty.desc	subsidy	필터 조건을 변경하거나 초기화해 주세요.	Please change the filter conditions or reset them.
subsidy.region.empty.title	subsidy	조회 결과가 없습니다	No results found
subsidy.region.field.method	subsidy	접수방법	Application Method
subsidy.region.field.sido	subsidy	시도	Province / City
subsidy.region.field.sigungu	subsidy	시군구	District
subsidy.region.field.status	subsidy	접수상태	Status
subsidy.region.field.sub	subsidy	세부 차종	Subtype
subsidy.region.field.vehicle	subsidy	차종	Vehicle Type
subsidy.region.field.year	subsidy	기준년도	Year
subsidy.region.filter.apply	subsidy	필터 적용	Apply Filter
subsidy.region.filter.reset	subsidy	조건 초기화	Reset
subsidy.region.filter.title	subsidy	상세 조회 필터	Detailed Filter
subsidy.region.lead	subsidy	전국 17개 시·도, 243개 시·군·구의 차종별 <strong>공고대수·접수대수·출고대수·잔여대수</strong>를 실시간으로 확인합니다.	Real-time view of <strong>announced, received, delivered, and remaining</strong> vehicle counts across 17 metropolitan areas and 243 municipalities.
subsidy.region.opt.all	subsidy	전체	All
subsidy.region.opt.bid	subsidy	공모	Procurement
subsidy.region.opt.bus	subsidy	전기승합	EV Bus
subsidy.region.opt.cargo	subsidy	전기화물	EV Cargo
subsidy.region.opt.closed	subsidy	마감	Closed
subsidy.region.opt.ev	subsidy	전기승용	EV Passenger
subsidy.region.opt.expanded	subsidy	신규확대	Newly Expanded
subsidy.region.opt.fcfs	subsidy	선착순	First-come, First-served
subsidy.region.opt.h2	subsidy	수소승용	H2 Passenger
subsidy.region.opt.h2bus	subsidy	수소버스	H2 Bus
subsidy.region.opt.h2truck	subsidy	수소트럭	H2 Truck
subsidy.region.opt.lottery	subsidy	추첨	Lottery
subsidy.region.opt.lowstock	subsidy	소진임박	Almost Exhausted
subsidy.region.opt.moto	subsidy	전기이륜	E-Motorcycle
subsidy.region.opt.open	subsidy	접수중	Open
subsidy.region.opt.wait	subsidy	대기	Waiting
subsidy.region.opt.year2023	subsidy	2023년	2023
subsidy.region.opt.year2024	subsidy	2024년	2024
subsidy.region.opt.year2025	subsidy	2025년	2025
subsidy.region.opt.year2026	subsidy	2026년	2026
subsidy.region.quick.all	subsidy	전체 보기	All
subsidy.region.quick.label	subsidy	자주 찾는 지역	Quick Regions
subsidy.region.result.count.prefix	subsidy	조회 결과	Results
subsidy.region.result.count.suffix	subsidy	건	
subsidy.region.result.summary.all	subsidy	전체 조회	All Records
subsidy.region.sido.busan	subsidy	부산광역시	Busan
subsidy.region.sido.chungbuk	subsidy	충청북도	Chungcheongbuk-do
subsidy.region.sido.chungnam	subsidy	충청남도	Chungcheongnam-do
subsidy.region.sido.daegu	subsidy	대구광역시	Daegu
subsidy.region.sido.daejeon	subsidy	대전광역시	Daejeon
subsidy.region.sido.gangwon	subsidy	강원특별자치도	Gangwon-do
subsidy.region.sido.gwangju	subsidy	광주광역시	Gwangju
subsidy.region.sido.gyeongbuk	subsidy	경상북도	Gyeongsangbuk-do
subsidy.region.sido.gyeonggi	subsidy	경기도	Gyeonggi-do
subsidy.region.sido.gyeongnam	subsidy	경상남도	Gyeongsangnam-do
subsidy.region.sido.incheon	subsidy	인천광역시	Incheon
subsidy.region.sido.jeju	subsidy	제주특별자치도	Jeju
subsidy.region.sido.jeonbuk	subsidy	전북특별자치도	Jeonbuk
subsidy.region.sido.jeonnam	subsidy	전라남도	Jeollanam-do
subsidy.region.sido.sejong	subsidy	세종특별자치시	Sejong
subsidy.region.sido.seoul	subsidy	서울특별시	Seoul
subsidy.region.sido.ulsan	subsidy	울산광역시	Ulsan
subsidy.region.source.line1	subsidy	환경부 보조금관리시스템(한국환경공단) 실시간 연동. 매 영업일 09시·14시 집계 반영.	Real-time integration with the MCEE Subsidy Management System (Korea Environment Corporation). Aggregated at 09:00 and 14:00 on business days.
subsidy.region.source.line2	subsidy	접수대수는 지자체 자체 예산 및 추경 배정 결과에 따라 변동될 수 있습니다.	Receipt counts may vary based on each municipality's budget and supplementary appropriations.
subsidy.region.source.title	subsidy	데이터 출처·갱신	Data Source & Updates
subsidy.region.stat.announce	subsidy	총 공고대수	Total Announced
subsidy.region.stat.delivered	subsidy	누적 출고대수	Total Delivered
subsidy.region.stat.received	subsidy	누적 접수대수	Total Received
subsidy.region.stat.remaining	subsidy	출고 잔여대수	Remaining
subsidy.region.stat.unit	subsidy	대	
subsidy.region.title	subsidy	지자체별 보조금 현황	Subsidies by Region
subsidy.region.view.card	subsidy	카드형	Cards
subsidy.region.view.table	subsidy	표형	Table
subsidy.target.btn.download	subsidy	신청서 다운로드	Download Application Form
subsidy.target.bus.contest	subsidy	연 2회 공모를 통해 선정<br>운행계획, 충전 인프라 확보 평가	Selected through procurement twice a year<br>Evaluation of operation plan and charging infrastructure
subsidy.target.bus.docs	subsidy	・사업자등록증<br>・운행계획서<br>・충전 인프라 계획서	· Business license<br>· Operation plan<br>· Charging infrastructure plan
subsidy.target.bus.link	subsidy	<a href="public-bus.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">공모 안내 보기</a>	<a href="public-bus.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">View Procurement Info</a>
subsidy.target.bus.support	subsidy	・대형(11m↑) 7,000만원<br>・중형 5,000만원<br>・소형 2,000만원	· Large (11m+): KRW 70M<br>· Medium: KRW 50M<br>· Small: KRW 20M
subsidy.target.col.detail	subsidy	상세	Details
subsidy.target.col.national	subsidy	국비 (최대)	National (Max)
subsidy.target.col.period	subsidy	접수 기간	Application Period
subsidy.target.col.regional	subsidy	지방비 (최대)	Regional (Max)
subsidy.target.col.target	subsidy	지원 대상	Eligibility
subsidy.target.col.type	subsidy	차종	Vehicle Type
subsidy.target.crumb	subsidy	보조금 지원 대상·신청절차	Eligibility & Application
subsidy.target.cta.btn1	subsidy	지자체별 예산 확인	Check Regional Budgets
subsidy.target.cta.btn2	subsidy	신청서 다운로드	Download Application
subsidy.target.cta.h2	subsidy	지금 바로 신청해보세요	Apply Now
subsidy.target.cta.lead	subsidy	지자체별 예산 소진 시 마감될 수 있습니다.	Applications may close once regional budgets are exhausted.
